FILENAME: `MaxiOps/feeDistributions/2024-09-12/2024-09-12.json`
MULTISIG: `multisigs/fees (mainnet:0x7c68c42De679ffB0f16216154C996C354cF1161B)`
COMMIT: `74f0da1654d7cc30584fe398bd421458dbdbe3c2`
CHAIN(S): `mainnet`
TENDERLY: [`🟩 SUCCESS`](https://www.tdly.co/shared/simulation/2a6ec6f1-2cb6-4492-b21d-36e402e02f2d)

```
+----------+-------------------------------------------------+-------------------------------------------------------------------------+-------------------------------------------------+-----+----------+
| function | token_symbol                                    | recipient                                                               | amount                                          | bip | tx_index |
+--------------+--------------------------------------------------------------------+---------------------------------------------------+--------------------------------------------------------------------+---------+----------+
```
FILENAME: `MaxiOps/feeDistributions/2024-09-12/2024-09-12.json`
MULTISIG: `multisigs/fees (mainnet:0x7c68c42De679ffB0f16216154C996C354cF1161B)`
COMMIT: `74f0da1654d7cc30584fe398bd421458dbdbe3c2`
CHAIN(S): `mainnet`
TENDERLY: [`🟩 SUCCESS`](https://www.tdly.co/shared/simulation/bdf5cd9c-bd88-4f8b-ad48-42cb98a8432d)

```
+---------+----------------------------------------------------------+-------+-----------------------------------------------------------------------------+------------+----------+
| fx_name | to                                                       | value | inputs                                                                      | bip_number | tx_index |
+---------+----------------------------------------------------------+-------+-----------------------------------------------------------------------------+------------+----------+
| approve | 0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48 (tokens/USDC) | 0     | {                                                                           | N/A        |   N/A    |
|         |                                                          |       |   "spender": [                                                              |            |          |
|         |                                                          |       |     "0xE00fe722e5bE7ad45b1A16066E431E47Df476CeC (hidden_hand2/bribe_vault)" |            |          |
|         |                                                          |       |   ],                                                                        |            |          |
|         |                                                          |       |   "rawAmount": [                                                            |            |          |
|         |                                                          |       |     "raw:147295178600, 18 decimals:1.472951786E-7, 6 decimals: 147295.1786" |            |          |
|         |                                                          |       |   ]                                                                         |            |          |
|         |                                                          |       | }                                                                           |            |          |
+---------+----------------------------------------------------------+-------+-----------------------------------------------------------------------------+------------+----------+
```
