FILENAME: `MaxiOps/feeDistributions/2024-08-01/2024-08-01.json`
MULTISIG: `multisigs/fees (mainnet:0x7c68c42De679ffB0f16216154C996C354cF1161B)`
COMMIT: `e4886f119b7be7eed7299630f1133704ec64b780`
CHAIN(S): `mainnet`
TENDERLY: [`🟩 SUCCESS`](https://www.tdly.co/shared/simulation/0f522fde-db90-4c7e-a21e-8b888e80daa1)
```
+----------+-------------------------------------------------+-------------------------------------------------------------------------+-------------------------------------------------+-----+----------+
| function | token_symbol                                    | recipient                                                               | amount                                          | bip | tx_index |
| approve | 0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48 (tokens/USDC) | 0     | {                                                                               | N/A        |   N/A    |
|         |                                                          |       |   "spender": [                                                                  |            |          |
|         |                                                          |       |     "0xE00fe722e5bE7ad45b1A16066E431E47Df476CeC (hidden_hand2/bribe_vault)"     |            |          |
|         |                                                          |       |   ],                                                                            |            |          |
|         |                                                          |       |   "rawAmount": [                                                                |            |          |
|         |                                                          |       |     "raw:143480937701, 18 decimals:1.43480937701E-7, 6 decimals: 143480.937701" |            |          |
|         |                                                          |       |   ]                                                                             |            |          |
|         |                                                          |       | }                                                                               |            |          |
+---------+----------------------------------------------------------+-------+---------------------------------------------------------------------------------+------------+----------+
```
