FILENAME: `MaxiOps/feeDistributions/2024-08-29/2024-08-29.json`
MULTISIG: `multisigs/fees (mainnet:0x7c68c42De679ffB0f16216154C996C354cF1161B)`
COMMIT: `fa7de3b009f6f7d8e6c0717361e572bfc340a1e1`
CHAIN(S): `mainnet`
TENDERLY: [`🟩 SUCCESS`](https://www.tdly.co/shared/simulation/19963449-7e7f-4020-aff5-0a7d5529800f)
```
+----------+-------------------------------------------------+-------------------------------------------------------------------------+--------------------------------------------------+-----+----------+
| function | token_symbol                                    | recipient                                                               | amount                                           | bip | tx_index |
|              | 0xfd2620c9cfcec7d152467633b3b0ca338d3d78cc00000000000000000000001c |  2489.0987(2489098700)                            | 0x914f232c88637f3f301e1309049974e16a8ad3a4ed7989a1dd6cb7199c93ca30 |         |          |
| depositBribe | g-ComposableStable WETH/wstETH                                     | USDC(0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48)  | aura                                                               | 1       |    69    |
|              | 0xbad20c15a773bf03ab973302f61fabcea5101f0a000000000000000000000034 |  8380.568999(8380568999)                          | 0xfa663e35d2750065af9ccb9b839d2dc90eb496bc7a5564d97cafa241904310e0 |         |          |
+--------------+--------------------------------------------------------------------+---------------------------------------------------+--------------------------------------------------------------------+---------+----------+
```
FILENAME: `MaxiOps/feeDistributions/2024-08-29/2024-08-29.json`
MULTISIG: `multisigs/fees (mainnet:0x7c68c42De679ffB0f16216154C996C354cF1161B)`
COMMIT: `fa7de3b009f6f7d8e6c0717361e572bfc340a1e1`
CHAIN(S): `mainnet`
TENDERLY: [`🟩 SUCCESS`](https://www.tdly.co/shared/simulation/5651bdfb-0100-45b8-9140-917d847a71df)
```
+---------+----------------------------------------------------------+-------+---------------------------------------------------------------------------------+------------+----------+
| fx_name | to                                                       | value | inputs                                                                          | bip_number | tx_index |
+---------+----------------------------------------------------------+-------+---------------------------------------------------------------------------------+------------+----------+
| approve | 0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48 (tokens/USDC) | 0     | {                                                                               | N/A        |   N/A    |
|         |                                                          |       |   "spender": [                                                                  |            |          |
|         |                                                          |       |     "0xE00fe722e5bE7ad45b1A16066E431E47Df476CeC (hidden_hand2/bribe_vault)"     |            |          |
|         |                                                          |       |   ],                                                                            |            |          |
|         |                                                          |       |   "rawAmount": [                                                                |            |          |
|         |                                                          |       |     "raw:170779188301, 18 decimals:1.70779188301E-7, 6 decimals: 170779.188301" |            |          |
|         |                                                          |       |   ]                                                                             |            |          |
|         |                                                          |       | }                                                                               |            |          |
+---------+----------------------------------------------------------+-------+---------------------------------------------------------------------------------+------------+----------+
```
