FILENAME: `BIPs/00batched/2025-W6/1-0x10A19e7eE7d7F8a52822f6817de8ea18204F2e4f.json`
MULTISIG: `multisigs/dao (mainnet:0x10A19e7eE7d7F8a52822f6817de8ea18204F2e4f)`
COMMIT: `81a3b94595e9ac7f58a4c9cff367209c71977243`
CHAIN(S): `mainnet`
TENDERLY: [`🟩 SUCCESS`](https://www.tdly.co/shared/simulation/bb92ae7e-28d6-4ae4-b6e9-aa3ea9a82562)

```
+----------+-------------------------------------------------+-----------------------------------------------------------------------------+---------------------------------------+---------+----------+
| function | token_symbol                                    | recipient                                                                   | amount                                |   bip   | tx_index |
+----------+-------------------------------------------------+-----------------------------------------------------------------------------+---------------------------------------+---------+----------+
| transfer | USDC:0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48 | multisigs/beets_service_provider:0x811912c19eEF91b9Dc3cA52fc426590cFB84FC86 | 174000.0 (RAW: 174000000000)          | BIP-753 |    0     |
| transfer | BAL:0xba100000625a3754423978a60c9317c58a424e3D  | payees/karpatkey_payments:0x58e6c7ab55Aa9012eAccA16d1ED4c15795669E1C        | 2453.85 (RAW: 2453850000000000000000) | BIP-013 |   111    |
| transfer | USDC:0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48 | payees/karpatkey_payments:0x58e6c7ab55Aa9012eAccA16d1ED4c15795669E1C        | 50727.0 (RAW: 50727000000)            | BIP-013 |   112    |
| transfer | BAL:0xba100000625a3754423978a60c9317c58a424e3D  | EOA/dao/mounibec:0x0951FF0835302929d6c0162b3d2495A85e38ec3A                 | 500.0 (RAW: 500000000000000000000)    | BIP-762 |   117    |
| transfer | BAL:0xba100000625a3754423978a60c9317c58a424e3D  | EOA/dao/0xMaki:0x285b7EEa81a5B66B62e7276a24c1e0F83F7409c1                   | 500.0 (RAW: 500000000000000000000)    | BIP-762 |   118    |
| transfer | BAL:0xba100000625a3754423978a60c9317c58a424e3D  | EOA/dao/0xSausageDoge:0x59693BA1A5764e087CE166ac0E0085Fc071B9ea7            | 500.0 (RAW: 500000000000000000000)    | BIP-762 |   119    |
| transfer | BAL:0xba100000625a3754423978a60c9317c58a424e3D  | EOA/emeritus/tritium_signer:0xcf4fF1e03830D692F52EB094c52A5A6A2181Ab3F      | 500.0 (RAW: 500000000000000000000)    | BIP-762 |   120    |
| transfer | BAL:0xba100000625a3754423978a60c9317c58a424e3D  | payees/nanexcool_payments:0x72BA1965320ab5352FD6D68235Cc3C5306a6FFA2        | 500.0 (RAW: 500000000000000000000)    | BIP-762 |   121    |
| transfer | BAL:0xba100000625a3754423978a60c9317c58a424e3D  | EOA/dao/StefanDGeorge:0x9F7dfAb2222A473284205cdDF08a677726d786A0            | 500.0 (RAW: 500000000000000000000)    | BIP-762 |   122    |
| transfer | BAL:0xba100000625a3754423978a60c9317c58a424e3D  | EOA/contributors-payees/gosuto:0x3f993093c3917Fe7A117f37cFD008775249f59c8   | 500.0 (RAW: 500000000000000000000)    | BIP-762 |   123    |
+----------+-------------------------------------------------+-----------------------------------------------------------------------------+---------------------------------------+---------+----------+
```
FILENAME: `BIPs/00batched/2025-W6/1-0x10A19e7eE7d7F8a52822f6817de8ea18204F2e4f.json`
MULTISIG: `multisigs/dao (mainnet:0x10A19e7eE7d7F8a52822f6817de8ea18204F2e4f)`
COMMIT: `81a3b94595e9ac7f58a4c9cff367209c71977243`
CHAIN(S): `mainnet`
TENDERLY: [`🟩 SUCCESS`](https://www.tdly.co/shared/simulation/ab76c416-6b8e-463d-bd6f-e5918be294e8)

```
+-----------------------+---------------+--------------------------------------------+-----------------------------------------------------------------------------------------------+--------------------------------------------------------------------+---------+----------+
| function              | caller_name   | caller_address                             | fx_paths                                                                                      | action_ids                                                         |   bip   | tx_index |
| performAction | 0xf5dECDB1f3d1ee384908Fbe16D2F0348AE43a9eA (20221124-authorizer-adaptor-entrypoint/AuthorizerAdaptorEntrypoint) | 0x66E9A9d0a35C6a368A66A432AbD9dB4Fb248f212 (root_gauges/axlBAL/BAL-arbitrum-root-66e9)               | killGauge()                   |                                                                   | BIP-750 |    56    |
| performAction | 0xf5dECDB1f3d1ee384908Fbe16D2F0348AE43a9eA (20221124-authorizer-adaptor-entrypoint/AuthorizerAdaptorEntrypoint) | 0x6D560CbE3Cc25Eca8c930835Ec3d296a6C16B210 (gauges/DOLA-mkUSD BSP-gauge-6d56)                        | killGauge()                   |                                                                   | BIP-750 |    57    |
| performAction | 0xf5dECDB1f3d1ee384908Fbe16D2F0348AE43a9eA (20221124-authorizer-adaptor-entrypoint/AuthorizerAdaptorEntrypoint) | 0x0A4825154bCFD493d15777184d01B93e8115215a (gauges/vETH/WETH BPT-gauge-0a48)                         | killGauge()                   |                                                                   | BIP-750 |    58    |
| performAction | 0xf5dECDB1f3d1ee384908Fbe16D2F0348AE43a9eA (20221124-authorizer-adaptor-entrypoint/AuthorizerAdaptorEntrypoint) | 0x05266A0d5aC04E44D394B8A8A2d0935d8809692b (gauges/DUSD-3POOL-BPT-gauge-0526)                        | killGauge()                   |                                                                   | BIP-750 |    59    |
| performAction | 0xf5dECDB1f3d1ee384908Fbe16D2F0348AE43a9eA (20221124-authorizer-adaptor-entrypoint/AuthorizerAdaptorEntrypoint) | 0x4532fBa326D853A03644758B8B7438374F6780dC (gauges/50SYN-50WETH-gauge-4532)                          | killGauge()                   |                                                                   | BIP-750 |    60    |
| performAction | 0xf5dECDB1f3d1ee384908Fbe16D2F0348AE43a9eA (20221124-authorizer-adaptor-entrypoint/AuthorizerAdaptorEntrypoint) | 0xD98ed0426D18B115d6388923803e33ad8aaF11F8 (gauges/svETH/wstETH-gauge-d98e)                          | killGauge()                   |                                                                   | BIP-750 |    61    |
| performAction | 0xf5dECDB1f3d1ee384908Fbe16D2F0348AE43a9eA (20221124-authorizer-adaptor-entrypoint/AuthorizerAdaptorEntrypoint) | 0x10a361766e64D7983a97202ac3a0F4cee06Eb717 (gauges/B-staFiETH-WETH-Stable-gauge-10a3)                | killGauge()                   |                                                                   | BIP-750 |    62    |
| performAction | 0xf5dECDB1f3d1ee384908Fbe16D2F0348AE43a9eA (20221124-authorizer-adaptor-entrypoint/AuthorizerAdaptorEntrypoint) | 0x02ea1C2702eCD478082D4b3AE902B6d10d26b920 (gauges/50KNC-25WETH-25USDC-BPT-gauge-02ea)               | killGauge()                   |                                                                   | BIP-750 |    63    |
| performAction | 0xf5dECDB1f3d1ee384908Fbe16D2F0348AE43a9eA (20221124-authorizer-adaptor-entrypoint/AuthorizerAdaptorEntrypoint) | 0x5E23599eBE87A5A140f295C2fC6aAedb10955497 (gauges/B-yBAL-STABLE-gauge-5e23)                         | killGauge()                   |                                                                   | BIP-750 |    64    |
| performAction | 0xf5dECDB1f3d1ee384908Fbe16D2F0348AE43a9eA (20221124-authorizer-adaptor-entrypoint/AuthorizerAdaptorEntrypoint) | 0xF849D20a927C892Ad2C476a5cc7E2cDbD9BbC18f (gauges/pyUSD/sDOLA BSP-gauge-f849)                       | killGauge()                   |                                                                   | BIP-750 |    65    |
| performAction | 0xf5dECDB1f3d1ee384908Fbe16D2F0348AE43a9eA (20221124-authorizer-adaptor-entrypoint/AuthorizerAdaptorEntrypoint) | 0xD5417ACb575c799cEB373f85AdF100C7cD84C8c8 (gauges/50ELFI-50WETH-gauge-d541)                         | killGauge()                   |                                                                   | BIP-750 |    66    |
| performAction | 0xf5dECDB1f3d1ee384908Fbe16D2F0348AE43a9eA (20221124-authorizer-adaptor-entrypoint/AuthorizerAdaptorEntrypoint) | 0x70754AB20c63cc65Ea12206CF28342723d731aC6 (gauges/ECLP-mevETH-wETH-gauge-7075)                      | killGauge()                   |                                                                   | BIP-750 |    67    |
| performAction | 0xf5dECDB1f3d1ee384908Fbe16D2F0348AE43a9eA (20221124-authorizer-adaptor-entrypoint/AuthorizerAdaptorEntrypoint) | 0xCD19892916929F013930ed628547Cc1F439b230e (gauges/sDOLA-DOLA BSP-gauge-cd19)                        | killGauge()                   |                                                                   | BIP-750 |    68    |
| performAction | 0xf5dECDB1f3d1ee384908Fbe16D2F0348AE43a9eA (20221124-authorizer-adaptor-entrypoint/AuthorizerAdaptorEntrypoint) | 0xbd00C7CBE59DDDBD784c899aC173B7Ba514B9997 (gauges/50wstETH-50sUSDe-gauge-bd00)                      | killGauge()                   |                                                                   | BIP-750 |    69    |
| performAction | 0xf5dECDB1f3d1ee384908Fbe16D2F0348AE43a9eA (20221124-authorizer-adaptor-entrypoint/AuthorizerAdaptorEntrypoint) | 0xd66aBAD5516f668D8Ea6157666B74862546E6e80 (gauges/cbETH-wstETH-BPT-gauge-d66a)                      | killGauge()                   |                                                                   | BIP-750 |    70    |
| performAction | 0xf5dECDB1f3d1ee384908Fbe16D2F0348AE43a9eA (20221124-authorizer-adaptor-entrypoint/AuthorizerAdaptorEntrypoint) | 0x274fDa0D445097DCcC55c7F7EF85bFd3877a132e (gauges/ETHx-WETH-BPT-gauge-274f)                         | killGauge()                   |                                                                   | BIP-750 |    71    |
| performAction | 0xf5dECDB1f3d1ee384908Fbe16D2F0348AE43a9eA (20221124-authorizer-adaptor-entrypoint/AuthorizerAdaptorEntrypoint) | 0x9aaAf6757BE9e115895429EF6B81e05dCB951646 (gauges/80IDLE-20USDC-gauge-9aaa)                         | killGauge()                   |                                                                   | BIP-750 |    72    |
| performAction | 0xf5dECDB1f3d1ee384908Fbe16D2F0348AE43a9eA (20221124-authorizer-adaptor-entrypoint/AuthorizerAdaptorEntrypoint) | 0xbF39254fD93C81ac9F0ffd2E721c86C052793353 (gauges/50ZRS-50WETH-BPT-gauge-bf39)                      | killGauge()                   |                                                                   | BIP-750 |    73    |
| performAction | 0xf5dECDB1f3d1ee384908Fbe16D2F0348AE43a9eA (20221124-authorizer-adaptor-entrypoint/AuthorizerAdaptorEntrypoint) | 0x1A33F4e48fc9A6b015Ff44Fa7a592d3aC9F9B99e (gauges/syrupUSDC/sDAI-gauge-1a33)                        | killGauge()                   |                                                                   | BIP-750 |    74    |
| performAction | 0xf5dECDB1f3d1ee384908Fbe16D2F0348AE43a9eA (20221124-authorizer-adaptor-entrypoint/AuthorizerAdaptorEntrypoint) | 0x60adB6A1D73b16F47EA3CCBa94f79cc95D2ba73B (gauges/hETH/wstETH-gauge-60ad)                           | killGauge()                   |                                                                   | BIP-750 |    75    |
| performAction | 0xf5dECDB1f3d1ee384908Fbe16D2F0348AE43a9eA (20221124-authorizer-adaptor-entrypoint/AuthorizerAdaptorEntrypoint) | 0xA99280581D6520d336231687Fd8D673bBA97c115 (gauges/80TRUF/20LINK-gauge-a992)                         | killGauge()                   |                                                                   | BIP-750 |    76    |
| performAction | 0xf5dECDB1f3d1ee384908Fbe16D2F0348AE43a9eA (20221124-authorizer-adaptor-entrypoint/AuthorizerAdaptorEntrypoint) | 0x4a3d252d121c627F2450f06412Ca5c5A62e662f2 (gauges/LP-GBPT-USDC-gauge-4a3d)                          | killGauge()                   |                                                                   | BIP-750 |    77    |
| performAction | 0xf5dECDB1f3d1ee384908Fbe16D2F0348AE43a9eA (20221124-authorizer-adaptor-entrypoint/AuthorizerAdaptorEntrypoint) | 0x065885bDec1e571DC309d6d3576628419C13DB99 (gauges/mstETH/wstETH-gauge-0658)                         | killGauge()                   |                                                                   | BIP-750 |    78    |
| performAction | 0xf5dECDB1f3d1ee384908Fbe16D2F0348AE43a9eA (20221124-authorizer-adaptor-entrypoint/AuthorizerAdaptorEntrypoint) | 0xA1D5B81d0024809FAA278Ab72fe3D2FB467Dd28b (gauges/pxETH/frxETH-gauge-a1d5)                          | killGauge()                   |                                                                   | BIP-750 |    79    |
| performAction | 0xf5dECDB1f3d1ee384908Fbe16D2F0348AE43a9eA (20221124-authorizer-adaptor-entrypoint/AuthorizerAdaptorEntrypoint) | 0x70892E4355d0E04A3d19264E93c64C401520f3A4 (gauges/GHO/LUSD-gauge-7089)                              | killGauge()                   |                                                                   | BIP-750 |    80    |
| performAction | 0xf5dECDB1f3d1ee384908Fbe16D2F0348AE43a9eA (20221124-authorizer-adaptor-entrypoint/AuthorizerAdaptorEntrypoint) | 0x924ABE88022F9422a2938aE0741Fc2C769E85934 (gauges/ECLP-pxETH-WETH-gauge-924a)                       | killGauge()                   |                                                                   | BIP-750 |    81    |
| performAction | 0xf5dECDB1f3d1ee384908Fbe16D2F0348AE43a9eA (20221124-authorizer-adaptor-entrypoint/AuthorizerAdaptorEntrypoint) | 0x39a9E78c3b9b5B47f1f6632BD74890E2430215Cf (gauges/80palStkAAVE-20AAVE-gauge-39a9)                   | killGauge()                   |                                                                   | BIP-750 |    82    |
| performAction | 0xf5dECDB1f3d1ee384908Fbe16D2F0348AE43a9eA (20221124-authorizer-adaptor-entrypoint/AuthorizerAdaptorEntrypoint) | 0xB17F2F3dE17D5013E7cc8ceB4ec2BE02c6cc1501 (root_gauges/bpt-stadue-optimism-root-b17f)               | killGauge()                   |                                                                   | BIP-750 |    83    |
| performAction | 0xf5dECDB1f3d1ee384908Fbe16D2F0348AE43a9eA (20221124-authorizer-adaptor-entrypoint/AuthorizerAdaptorEntrypoint) | 0xA5893CF81150Aa61a0b33950c1B13C5251C19A10 (root_gauges/bpt-dolausdc-optimism-root-a589)             | killGauge()                   |                                                                   | BIP-750 |    84    |
| performAction | 0xf5dECDB1f3d1ee384908Fbe16D2F0348AE43a9eA (20221124-authorizer-adaptor-entrypoint/AuthorizerAdaptorEntrypoint) | 0x4A76a260cd496dd567a8165F55EB9c0838CCac3D (root_gauges/bpt-steamounrhyt-optimism-root-4a76)         | killGauge()                   |                                                                   | BIP-750 |    85    |
| performAction | 0xf5dECDB1f3d1ee384908Fbe16D2F0348AE43a9eA (20221124-authorizer-adaptor-entrypoint/AuthorizerAdaptorEntrypoint) | 0x0a2738a1EeADA91DA6D5375a2E6f620c85C287f3 (root_gauges/80OVN/20wUSD+-optimism-root-0a27)            | killGauge()                   |                                                                   | BIP-750 |    86    |
| performAction | 0xf5dECDB1f3d1ee384908Fbe16D2F0348AE43a9eA (20221124-authorizer-adaptor-entrypoint/AuthorizerAdaptorEntrypoint) | 0x0a650F4E0C416c24C8713c322d5AAA531a5A0112 (root_gauges/80SD-20maticX-polygon-root-0a65)             | killGauge()                   |                                                                   | BIP-750 |    87    |
| performAction | 0xf5dECDB1f3d1ee384908Fbe16D2F0348AE43a9eA (20221124-authorizer-adaptor-entrypoint/AuthorizerAdaptorEntrypoint) | 0x5fDEcB3bAA4d12Ac1190DF57C3c8347ccb0C4432 (root_gauges/50WMATIC-50PORIGON-polygon-root-5fde)        | killGauge()                   |                                                                   | BIP-750 |    88    |
| performAction | 0xf5dECDB1f3d1ee384908Fbe16D2F0348AE43a9eA (20221124-authorizer-adaptor-entrypoint/AuthorizerAdaptorEntrypoint) | 0x317e4966AE76fBf5110D2412c0c9332047399643 (root_gauges/2BRL (BRZ)-polygon-root-317e)                | killGauge()                   |                                                                   | BIP-750 |    89    |
| performAction | 0xf5dECDB1f3d1ee384908Fbe16D2F0348AE43a9eA (20221124-authorizer-adaptor-entrypoint/AuthorizerAdaptorEntrypoint) | 0x205dAdDbAd79EC680451DE55e2CC744ff8cbabd0 (root_gauges/wstETH-WETH-BPT-polygon-root-205d)           | killGauge()                   |                                                                   | BIP-750 |    90    |
| performAction | 0xf5dECDB1f3d1ee384908Fbe16D2F0348AE43a9eA (20221124-authorizer-adaptor-entrypoint/AuthorizerAdaptorEntrypoint) | 0xccDDC6cbBB003741EAC7A6635d7f3705c5bA6Bd1 (root_gauges/LP-TXAU-USDC-polygon-root-ccdd)              | killGauge()                   |                                                                   | BIP-750 |    91    |
| performAction | 0xf5dECDB1f3d1ee384908Fbe16D2F0348AE43a9eA (20221124-authorizer-adaptor-entrypoint/AuthorizerAdaptorEntrypoint) | 0xDa993d62510043602DE20487E8ff409552724f0C (root_gauges/33TXAG-33WETH-33TXAU-polygon-root-da99)      | killGauge()                   |                                                                   | BIP-750 |    92    |
| performAction | 0xf5dECDB1f3d1ee384908Fbe16D2F0348AE43a9eA (20221124-authorizer-adaptor-entrypoint/AuthorizerAdaptorEntrypoint) | 0xa0c90BbC0f7506BAba46436F7302838FA96eBad6 (root_gauges/frxETH-WETH-BPT-polygon-root-a0c9)           | killGauge()                   |                                                                   | BIP-750 |    93    |
| performAction | 0xf5dECDB1f3d1ee384908Fbe16D2F0348AE43a9eA (20221124-authorizer-adaptor-entrypoint/AuthorizerAdaptorEntrypoint) | 0xc6757E94EF9116B89f87B6B982e8a8a43C8c3C80 (root_gauges/DUSD-USDC-BPT-polygon-root-c675)             | killGauge()                   |                                                                   | BIP-750 |    94    |
| performAction | 0xf5dECDB1f3d1ee384908Fbe16D2F0348AE43a9eA (20221124-authorizer-adaptor-entrypoint/AuthorizerAdaptorEntrypoint) | 0xc4a2d0F9fC0f5828DA05e8399B4f38a345447d63 (root_gauges/p-cs-kp-eur-polygon-root-c4a2)               | killGauge()                   |                                                                   | BIP-750 |    95    |
| performAction | 0xf5dECDB1f3d1ee384908Fbe16D2F0348AE43a9eA (20221124-authorizer-adaptor-entrypoint/AuthorizerAdaptorEntrypoint) | 0x8806BdF4D6aEB1E3b35bea43835abFAA601BC7b5 (root_gauges/ECLP-GYD-USDC-polygonzkevm-root-8806)        | killGauge()                   |                                                                   | BIP-750 |    96    |
| performAction | 0xf5dECDB1f3d1ee384908Fbe16D2F0348AE43a9eA (20221124-authorizer-adaptor-entrypoint/AuthorizerAdaptorEntrypoint) | 0xD2C2b1C0F8Ad6E653eD7064fa7bAd7a22De8B249 (None)                                                    | killGauge()                   |                                                                   | BIP-750 |    97    |
| performAction | 0xf5dECDB1f3d1ee384908Fbe16D2F0348AE43a9eA (20221124-authorizer-adaptor-entrypoint/AuthorizerAdaptorEntrypoint) | 0x6Bf6fb94027FDe38B40C7ADC154AA32C36174C8E (root_gauges/jitoSOL/wstETH-arbitrum-root-6bf6)           | killGauge()                   |                                                                   | BIP-750 |    98    |
| performAction | 0xf5dECDB1f3d1ee384908Fbe16D2F0348AE43a9eA (20221124-authorizer-adaptor-entrypoint/AuthorizerAdaptorEntrypoint) | 0x27Fd581E9D0b2690C2f808cd40f7fe667714b575 (gauges/50DFX-50WETH-gauge-27fd)                          | killGauge()                   |                                                                   | BIP-750 |    99    |
| performAction | 0xf5dECDB1f3d1ee384908Fbe16D2F0348AE43a9eA (20221124-authorizer-adaptor-entrypoint/AuthorizerAdaptorEntrypoint) | 0x2400b9BAfb56Ec6D9eCeE50aF463A155Cf46db98 (root_gauges/ECLP-MORE-GYD-arbitrum-root-2400)            | killGauge()                   |                                                                   | BIP-750 |   100    |
| performAction | 0xf5dECDB1f3d1ee384908Fbe16D2F0348AE43a9eA (20221124-authorizer-adaptor-entrypoint/AuthorizerAdaptorEntrypoint) | 0x54f220a891f468629027C3Cc8A58722D4F576402 (root_gauges/BPT-50STABAL3-50WETH-polygonzkevm-root-54f2) | killGauge()                   |                                                                   | BIP-750 |   101    |
| performAction | 0xf5dECDB1f3d1ee384908Fbe16D2F0348AE43a9eA (20221124-authorizer-adaptor-entrypoint/AuthorizerAdaptorEntrypoint) | 0x17748Aa07A6a1Be2ACE8bCC546919C006B40De34 (gauges/ECLP-swETH-wstETH-gauge-1774)                     | killGauge()                   |                                                                   | BIP-750 |   102    |
| performAction | 0xf5dECDB1f3d1ee384908Fbe16D2F0348AE43a9eA (20221124-authorizer-adaptor-entrypoint/AuthorizerAdaptorEntrypoint) | 0xB5dCdE9aDCace88705658Aa276C557afC011FE55 (root_gauges/weETH/rETH-arbitrum-root-b5dc)               | killGauge()                   |                                                                   | BIP-750 |   103    |
| performAction | 0xf5dECDB1f3d1ee384908Fbe16D2F0348AE43a9eA (20221124-authorizer-adaptor-entrypoint/AuthorizerAdaptorEntrypoint) | 0x3ca33F22893a51A80Ed4ed8afebc900Ae813cA02 (gauges/vETH/wstETH-gauge-3ca3)                           | killGauge()                   |                                                                   | BIP-750 |   104    |
| performAction | 0xf5dECDB1f3d1ee384908Fbe16D2F0348AE43a9eA (20221124-authorizer-adaptor-entrypoint/AuthorizerAdaptorEntrypoint) | 0x594dD4297Ef4A5ebeD3DA337Aa56078637aCb18E (root_gauges/ECLP-wUSDM-USDC-rh-arbitrum-root-594d)       | killGauge()                   |                                                                   | BIP-750 |   105    |
| performAction | 0xf5dECDB1f3d1ee384908Fbe16D2F0348AE43a9eA (20221124-authorizer-adaptor-entrypoint/AuthorizerAdaptorEntrypoint) | 0x6661136537dfDCA26EEA05c8500502d7D5796E5E (gauges/80Silo-20WETH-gauge-6661)                         | killGauge()                   |                                                                   | BIP-750 |   106    |
| performAction | 0xf5dECDB1f3d1ee384908Fbe16D2F0348AE43a9eA (20221124-authorizer-adaptor-entrypoint/AuthorizerAdaptorEntrypoint) | 0xc2D343E2C9498E905F53C818B88eB8064B42D036 (gauges/VBPT-gauge-c2d3)                                  | killGauge()                   |                                                                   | BIP-750 |   107    |
| performAction | 0xf5dECDB1f3d1ee384908Fbe16D2F0348AE43a9eA (20221124-authorizer-adaptor-entrypoint/AuthorizerAdaptorEntrypoint) | 0x91CeEB8d46428C5b8D76dEbc8156992E45d2d63f (root_gauges/DUSD-4POOL-BPT-arbitrum-root-91ce)           | killGauge()                   |                                                                   | BIP-750 |   108    |
| performAction | 0xf5dECDB1f3d1ee384908Fbe16D2F0348AE43a9eA (20221124-authorizer-adaptor-entrypoint/AuthorizerAdaptorEntrypoint) | 0x08e179Cf6F2Ca5dff67E93CdfBE2a29B2d8A27F7 (gauges/DUSD/sDAI-gauge-08e1)                             | killGauge()                   |                                                                   | BIP-750 |   109    |
| performAction | 0xf5dECDB1f3d1ee384908Fbe16D2F0348AE43a9eA (20221124-authorizer-adaptor-entrypoint/AuthorizerAdaptorEntrypoint) | 0x17a738D17a4ff98abAfde9C60D0d116D0D63021f (root_gauges/33WETH-33KABOSUCHAN-33DOG-base-root-17a7)    | killGauge()                   |                                                                   | BIP-750 |   110    |
| performAction | 0xf5dECDB1f3d1ee384908Fbe16D2F0348AE43a9eA (20221124-authorizer-adaptor-entrypoint/AuthorizerAdaptorEntrypoint) | 0xf7B0751Fea697cf1A541A5f57D11058a8fB794ee (gauges/50wstETH-50ACX-gauge-f7b0)                        | setRelativeWeightCap(uint256) | raw:1000000000000000000, 18 decimals:1, 6 decimals: 1000000000000 | BIP-750 |   114    |
+---------------+-----------------------------------------------------------------------------------------------------------------+------------------------------------------------------------------------------------------------------+-------------------------------+-------------------------------------------------------------------+---------+----------+
```
FILENAME: `BIPs/00batched/2025-W6/1-0x10A19e7eE7d7F8a52822f6817de8ea18204F2e4f.json`
MULTISIG: `multisigs/dao (mainnet:0x10A19e7eE7d7F8a52822f6817de8ea18204F2e4f)`
COMMIT: `81a3b94595e9ac7f58a4c9cff367209c71977243`
CHAIN(S): `mainnet`
TENDERLY: [`🟩 SUCCESS`](https://www.tdly.co/shared/simulation/1b34ec8d-e3b8-404d-b2c3-e6a8733cafc8)

```
+---------------------+-----------------------------------------------------------------------------------------------------------------+----------------------------------+----------------------------------------------------------------------------------------+------------+----------+
| fx_name             | to                                                                                                              | value                            | inputs                                                                                 | bip_number | tx_index |
+---------------------+-----------------------------------------------------------------------------------------------------------------+----------------------------------+----------------------------------------------------------------------------------------+------------+----------+
| processExpiredLocks | 0x3Fa73f1E5d8A792C80F426fc8F84FBF7Ce9bBCAC (aura/vlAURA)                                                        | 0                                | {                                                                                      | BIP-767    |   N/A    |
|                     |                                                                                                                 |                                  |   "_relock": [                                                                         |            |          |
|                     |                                                                                                                 |                                  |     true                                                                               |            |          |
|                     |                                                                                                                 |                                  |   ]                                                                                    |            |          |
|                     |                                                                                                                 |                                  | }                                                                                      |            |          |
| approve             | 0xba100000625a3754423978a60c9317c58a424e3D (tokens/BAL)                                                         | 0                                | {                                                                                      | BIP-770    |   N/A    |
|                     |                                                                                                                 |                                  |   "spender": [                                                                         |            |          |
|                     |                                                                                                                 |                                  |     "0xdBe554ee86FEb0b1c0ac4743503D46cbDF0e8B54 (helpers/otc_escrow_bal_cow)"          |            |          |
|                     |                                                                                                                 |                                  |   ],                                                                                   |            |          |
|                     |                                                                                                                 |                                  |   "amount": [                                                                          |            |          |
|                     |                                                                                                                 |                                  |     "raw:200000000000000000000000, 18 decimals:200000, 6 decimals: 200000000000000000" |            |          |
|                     |                                                                                                                 |                                  |   ]                                                                                    |            |          |
|                     |                                                                                                                 |                                  | }                                                                                      |            |          |
| performAction       | 0xf5dECDB1f3d1ee384908Fbe16D2F0348AE43a9eA (20221124-authorizer-adaptor-entrypoint/AuthorizerAdaptorEntrypoint) | 0                                | {                                                                                      | BIP-763    |   N/A    |
|                     |                                                                                                                 |                                  |   "target": [                                                                          |            |          |
|                     |                                                                                                                 |                                  |     "0x7d907D8D66B6CAd285D4349F507EcdfD11FD23D2 (N/A)"                                 |            |          |
|                     |                                                                                                                 |                                  |   ],                                                                                   |            |          |
|                     |                                                                                                                 |                                  |   "data": [                                                                            |            |          |
|                     |                                                                                                                 |                                  |     "0xab8f0945"                                                                       |            |          |
|                     |                                                                                                                 |                                  |   ]                                                                                    |            |          |
|                     |                                                                                                                 |                                  | }                                                                                      |            |          |
| performAction       | 0xf5dECDB1f3d1ee384908Fbe16D2F0348AE43a9eA (20221124-authorizer-adaptor-entrypoint/AuthorizerAdaptorEntrypoint) | 0                                | {                                                                                      | BIP-763    |   N/A    |
|                     |                                                                                                                 |                                  |   "target": [                                                                          |            |          |
|                     |                                                                                                                 |                                  |     "0xcfab2efeF3aFfdd158568DC896115Eac26B3C498 (N/A)"                                 |            |          |
|                     |                                                                                                                 |                                  |   ],                                                                                   |            |          |
|                     |                                                                                                                 |                                  |   "data": [                                                                            |            |          |
|                     |                                                                                                                 |                                  |     "0xab8f0945"                                                                       |            |          |
|                     |                                                                                                                 |                                  |   ]                                                                                    |            |          |
|                     |                                                                                                                 |                                  | }                                                                                      |            |          |
| withdraw            | 0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2 (tokens/WETH)                                                        | 0                                | {                                                                                      | BIP-751    |   N/A    |
|                     |                                                                                                                 |                                  |   "wad": [                                                                             |            |          |
|                     |                                                                                                                 |                                  |     20000000000000000000                                                               |            |          |
|                     |                                                                                                                 |                                  |   ]                                                                                    |            |          |
|                     |                                                                                                                 |                                  | }                                                                                      |            |          |
| !!N/A!!             | 0x7fb8f5D04b521B6880158819E69538655AABD5c4 (maxiKeepers/gasStation)                                             | 50000000000000000000/1e18 = 50.0 | "N/A"                                                                                  | BIP-751    |   N/A    |
| performAction       | 0xf5dECDB1f3d1ee384908Fbe16D2F0348AE43a9eA (20221124-authorizer-adaptor-entrypoint/AuthorizerAdaptorEntrypoint) | 0                                | {                                                                                      | BIP-750    |   N/A    |
|                     |                                                                                                                 |                                  |   "target": [                                                                          |            |          |
|                     |                                                                                                                 |                                  |     "0x1cadBEFEB5461a671CfAAf5faC237aF00baC0B1c (N/A)"                                 |            |          |
|                     |                                                                                                                 |                                  |   ],                                                                                   |            |          |
|                     |                                                                                                                 |                                  |   "data": [                                                                            |            |          |
|                     |                                                                                                                 |                                  |     "0xab8f0945"                                                                       |            |          |
|                     |                                                                                                                 |                                  |   ]                                                                                    |            |          |
|                     |                                                                                                                 |                                  | }                                                                                      |            |          |
| performAction       | 0xf5dECDB1f3d1ee384908Fbe16D2F0348AE43a9eA (20221124-authorizer-adaptor-entrypoint/AuthorizerAdaptorEntrypoint) | 0                                | {                                                                                      | BIP-750    |   N/A    |
|                     |                                                                                                                 |                                  |   "target": [                                                                          |            |          |
|                     |                                                                                                                 |                                  |     "0xEB466342C4d449BC9f53A865D5Cb90586f405215 (N/A)"                                 |            |          |
|                     |                                                                                                                 |                                  |   ],                                                                                   |            |          |
